지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr)
192,진주,2017-06-11,20.6,16.4,639,27,1337,,1.4,621,2.3,535,2.3,7.9,180,1452,3.3,180,1453,1.5,1329,110,11.9,39,1339,59,14,1005.4,1013,2244,1006.8,105,1008.9,14.5,7.2,1300,2.13,14.87,,,,,,,,27.3,16.2,,,,,,,,,,3.2,4.6,,,
192,진주,2017-06-12,19,14.7,534,24.6,1332,,,,,,,6.2,90,1602,3.5,110,1438,1.4,1243,110,9.5,29,1410,56.5,11.9,1011.7,1017.3,2247,1012.8,3,1015.2,14.5,7.7,1100,1.94,13.86,,,,,,,,25,13.4,,,,,,,,,,3.2,4.5,,,
192,진주,2017-06-13,18.8,12.8,318,27.5,1259,,.2,,.2,,.3,8.9,230,1527,3.2,270,1542,1.2,1040,90,11.4,31,1300,65.8,13.6,1011.3,1017.2,7,1012.9,1420,1014.8,14.5,6.5,1200,2.3,13.32,,,,,,,,27,11.3,,,,,,,,,,2.9,4.1,.3,,
192,진주,2017-06-14,20.9,13.6,534,28.9,1526,,,,,,,6.7,200,1712,4.3,250,1445,1.4,1173,50,11.6,25,1321,61.1,13.8,1006.9,1013.8,1,1007.8,1711,1010.4,14.5,12.9,1200,2.38,19.61,,,,,,,,30.9,12.1,,,,,,,,,,4.2,6,,,
192,진주,2017-06-15,23.3,13.5,526,32.6,1534,,,,,,,6.7,340,1402,3.4,340,1855,1.2,1009,320,9.6,19,1309,48.8,12.1,1004.3,1009.7,4,1005.3,1558,1007.8,14.5,12.9,1200,2.24,18.62,,,,,,,,32.2,10.8,,,,,,,,,,4.7,6.7,,,
192,진주,2017-06-16,21.8,15,445,28.6,1230,,,,,,,7.6,200,1503,3.3,230,1254,1.2,1070,180,12.5,36,1230,57.6,14.5,1007.3,1012.9,2256,1008.8,10,1010.8,14.5,12.5,1300,2.09,17.35,,,,,,,,32.1,12.7,,,,,,,,,,3.6,5.2,,,
192,진주,2017-06-17,22,14.6,509,30.9,1414,,,,,,,7.8,180,1447,3.9,200,1509,1.3,1092,70,11.3,26,1350,54.4,13.4,1007.4,1012.9,609,1008.7,1420,1010.9,14.5,12.2,1200,2.14,17.49,,,,,,,,32.6,12.8,,,,,,,,,,3.9,5.6,,,
192,진주,2017-06-18,22.6,14.5,505,32.7,1410,,,,,,,7.4,250,1504,3.8,200,1445,1.2,994,180,12.8,24,1343,58,14.8,1006.4,1011.8,639,1007.1,1613,1009.9,14.5,12.5,1200,2.2,18.04,,,,,,,,33.6,12.7,,,,,,,,,,4.1,5.9,,,
192,진주,2017-06-19,24.1,15.5,512,33,1443,,,,,,,7.4,110,1400,4.9,110,1356,1.4,1181,160,13.1,27,1343,54.5,15.1,1005.7,1011.1,6,1007,1532,1009.2,14.5,12.2,1200,2.27,17.52,,,,,,,,33.8,13.4,,,,,,,,,,4.1,5.9,,,
192,진주,2017-06-20,21.2,17.4,522,26,1313,,2.2,1859,5.1,1836,10.3,4.5,110,1905,2.5,110,1522,1,833,110,15.9,48,1327,73.3,18.1,1002.5,1009.2,1,1002.9,2303,1006,14.5,.2,900,.82,5.31,,,,,,,,25.4,15.8,,,,,,,,,,1.6,2.3,10.3,,
192,진주,2017-06-21,22.5,17.1,522,29.5,1247,,,,,,,8.5,200,1506,3.9,110,1258,1.3,1107,140,15.3,35,1249,66.6,17.4,1002.7,1009.3,2241,1002.9,28,1006.1,14.5,7.5,1200,2.26,14.33,,,,,,,,26.6,15.7,,,,,,,,,,3.2,4.5,,,
192,진주,2017-06-22,23.5,17,416,31.3,1432,,,,,,,7.1,230,1457,3.6,200,1457,1.3,1080,110,15.2,29,1423,62.9,17.4,1005,1009.8,552,1006.2,1623,1008.4,14.5,10.9,1200,2.24,17.31,,,,,,,,30.7,15.4,,,,,,,,,,3.8,5.4,,,
192,진주,2017-06-23,23.8,18,514,31.5,1323,,,,,,,7,250,1636,4,250,1547,1.1,945,50,15.5,36,1325,62.9,17.6,1003.4,1008.9,1,1005.4,1437,1006.9,14.5,6.7,1100,1.96,11.22,,,,,,,,31.7,16.7,,,,,,,,,,2.8,4,,,
192,진주,2017-06-24,23.1,16.6,445,29.2,1217,,,,,,,6.8,110,1218,3.6,110,1332,1.2,1034,140,15.3,38,1144,64.3,17.4,999.8,1006.8,13,1000.5,1743,1003.3,14.5,5.9,1000,2.09,16.62,,,,,,,,31.2,15.1,,,,,,,,,,3.6,5.1,,,
192,진주,2017-06-25,23.3,18.7,440,27.9,1439,,.5,2319,.5,2300,.5,6.8,180,1657,3.3,180,1512,1.3,1086,180,17.5,53,1442,71.5,20,999.4,1006.2,2357,1001.2,246,1002.9,14.5,5.3,1400,2.21,13.57,,,,,,,,32.6,17.1,,,,,,,,,,2.5,3.6,1.6,,
192,진주,2017-06-26,21.7,20,2353,24.7,1248,,5.8,1620,8,1541,10.5,4.1,70,1202,2.8,90,1211,.9,815,360,18.8,66,1249,84.5,21.7,1004.3,1010.3,2240,1005.7,247,1007.8,14.5,0,1100,.7,4.13,,,,,,,,24.3,19.3,,,,,,,,,,1.1,1.5,9.4,,
192,진주,2017-06-27,22.8,19.4,136,27.4,1558,,0,,0,,0,5.2,70,1624,2.6,140,1643,1,895,50,16.6,44,1305,70.1,19,1007.4,1012.5,2238,1009.5,203,1010.8,14.5,1.2,1200,1.69,11.07,,,,,,,,25.3,18.9,,,,,,,,,,2.5,3.6,,,
192,진주,2017-06-28,23.4,17.3,522,30.8,1346,,,,,,,6.6,160,1403,3.6,250,1623,1.1,945,180,16.1,39,1339,66.6,18.3,1008.9,1013.7,2153,1011.3,1332,1012.4,14.5,9.1,1100,2.69,18.9,,,,,,,,28.8,16,,,,,,,,,,3.6,5.1,,,
192,진주,2017-06-29,22,19,425,25.6,1517,,1.2,1953,4.1,1934,4.8,5.1,180,1448,2.3,200,1529,.8,675,110,17.9,59,1519,78.8,20.5,1008.8,1014.1,801,1010.2,1858,1012.3,14.5,.3,1500,1.04,7.27,,,,,,,,25.8,17.8,,,,,,,,,,1.6,2.3,4.8,,
192,진주,2017-06-30,24.1,20.2,514,28.2,1437,,0,,0,,0,5.5,180,1233,2.8,250,1522,1.1,949,180,19.4,58,1310,75.9,22.5,1005.7,1010.7,5,1007.5,1746,1009.1,14.5,2.6,1200,1.79,11.97,,,,,,,,27.4,19.7,,,,,,,,,,2.4,3.4,0,,
192,진주,2017-07-01,25.9,23.6,233,31.7,1419,,,,,,,7.4,180,1722,3.6,110,1511,1.8,1544,160,20.7,48,1420,74,24.4,1005.2,1010.5,2254,1007.2,433,1008.6,14.5,3.2,1400,2.29,13.3,,,,,,,,30.1,22.5,,,,,,,,,,3,4.3,0,,
192,진주,2017-07-02,26,23.6,507,28.7,1311,,.9,1025,1.3,1021,1.4,6.5,230,1035,3,200,1427,1.5,1280,140,22,67,1003,79.3,26.5,1006.1,1010.2,1,1008.4,1708,1009.5,14.5,.6,1300,1.33,8.01,,,,,,,,28.2,22.3,,,,,,,,,,1.9,2.7,1.4,,
192,진주,2017-07-03,26.6,25.2,2348,29.6,1217,,.3,1339,.3,1326,.3,7.9,270,125,3.5,180,1322,1.6,1403,250,21.2,61,1208,72.6,25.2,1004.8,1009.9,1,1007.4,1728,1008.2,14.5,2.1,1200,1.65,9.47,,,,,,,,28.3,23.7,,,,,,,,,,2.1,2.9,2.1,,
192,진주,2017-07-04,26.1,24.1,535,31.5,1325,,.8,440,1,639,1.9,8.1,230,1448,3.4,230,1250,1.2,1077,160,22.3,54,1326,80.5,27,1003,1008.7,2341,1005.2,1438,1006.4,14.5,3.9,1000,2.23,13.38,,,,,,,,28.4,22.8,,,,,,,,,,2.7,3.9,17.7,,
192,진주,2017-07-05,25.8,22.9,343,31.5,1309,,5.8,121,11.4,121,17.6,7.2,200,1554,3.4,230,1332,1.2,1062,180,22.2,48,1337,81.8,26.8,1007.1,1012.5,2220,1008.4,245,1010.5,14.5,6.2,1400,2.37,15.67,,,,,,,,30.1,22.6,,,,,,,,,,2.9,4.2,,,
192,진주,2017-07-06,24.8,22.7,2210,28.1,1055,,.9,1640,4.4,1632,5.2,5.5,230,1258,3.1,200,1217,1,847,180,22.8,72,1058,89.6,27.8,1007.9,1012.6,755,1009.9,1904,1011.4,14.5,.1,1200,1.09,6.28,,,,,,,,27,22.5,,,,,,,,,,1.3,1.8,5.4,,
192,진주,2017-07-07,25.2,22.6,510,29.4,1452,,.1,,.2,,.3,5.9,140,1749,2.6,200,1501,.9,795,180,23.3,72,1507,90.4,28.7,1006.7,1011.8,1,1008.8,1819,1010.1,14.4,.6,1400,1.7,7.86,,,,,,,,28.1,22.3,,,,,,,,,,1.4,2,.1,,
192,진주,2017-07-08,25.5,24.2,2335,30.2,1538,,.7,1648,2,1007,7.1,6.1,180,1558,2.8,180,1530,1,881,160,24,73,1538,91.9,29.8,1005.2,1009.8,1026,1007.3,1726,1008.6,14.4,.9,1500,1.74,6.4,,,,,,,,27.7,23.6,,,,,,,,,,1.5,2.1,7.1,,
192,진주,2017-07-09,26.8,23.6,249,31.7,1258,,,,,,,6.9,200,1509,3.1,160,1513,1.2,1042,180,23.7,64,1259,84.3,29.3,1004.2,1009.6,600,1005.6,2400,1007.6,14.4,7.2,1200,2.39,16.33,,,,,,,,30.3,22.4,,,,,,,,,,2.9,4.2,,,
192,진주,2017-07-10,26.9,25.7,432,29,1346,,0,,0,,0,7,140,1304,3.3,180,1927,1.9,1611,160,24.2,77,1248,85.8,30.2,1001.1,1005.7,3,1004,1644,1004.5,14.4,.6,1300,1.28,7.36,,,,,,,,28.4,24.9,,,,,,,,,,2,2.8,0,,
192,진주,2017-07-11,26.1,23.3,2244,28.2,1244,,0,,0,,0,8.3,230,421,3.6,250,326,1.7,1481,180,21.9,69,801,78.5,26.4,1004.8,1010.3,2233,1003.6,146,1008.2,14.4,.9,1200,1.31,10.18,,,,,,,,27.9,22.1,,,,,,,,,,2,2.9,,,
192,진주,2017-07-12,27.4,23,428,33.8,1350,,,,,,,6.5,250,1450,3.4,250,1250,1.2,1000,160,22.3,50,1347,75.6,26.9,1006.4,1011.7,755,1008,1731,1009.8,14.4,11.2,1200,2.7,20.71,,,,,,,,33.3,21.8,,,,,,,,,,4.1,5.8,,,
192,진주,2017-07-13,26.8,21,445,33.3,1608,,,,,,,6.1,200,1456,3.3,200,1500,1.1,979,160,22.3,55,1615,78.3,26.9,1004.6,1010,733,1005.9,1616,1008,14.4,10.4,1200,2.65,20.76,,,,,,,,34.2,19.8,,,,,,,,,,3.8,5.4,0,,
192,진주,2017-07-14,26.7,23.3,216,33.5,1414,,0,,0,,0,7,250,1542,3.3,200,1544,1.2,1076,180,23,51,1455,81.9,28.1,1005.8,1011.3,2123,1007.5,11,1009.2,14.3,3.8,1300,2.34,13.16,,,,,,,,32.5,21.8,,,,,,,,,,2.7,3.9,0,,
192,진주,2017-07-15,27,23.8,320,29.9,1111,,0,,0,,0,5.7,250,1214,2.9,250,1221,1.2,1048,160,23,61,1124,80,28.2,1007.9,1013.2,2250,1009.6,316,1011.3,14.3,.3,1000,1.34,8.22,,,,,,,,30.1,23.4,,,,,,,,,,2,2.8,0,,
192,진주,2017-07-16,28.8,25.3,249,33.8,1316,,,,,,,7.8,250,1148,4.5,250,1153,1.8,1520,180,23.3,45,1341,73.6,28.6,1009.1,1014.4,2345,1011,1707,1012.5,14.3,8.9,1000,2.57,17.84,,,,,,,,34,23.4,,,,,,,,,,3.8,5.5,,,
192,진주,2017-07-17,26.6,23.1,2240,32,1139,,2.2,1714,4,1714,4.8,8.1,360,1712,4.4,340,1717,1.2,1041,180,23.1,56,1034,83.1,28.2,1009.3,1014.5,5,1011.5,1511,1012.8,14.3,2,1000,1.89,9.87,,,,,,,,31.7,23.4,,,,,,,,,,2.2,3.2,6.7,,
192,진주,2017-07-18,26.7,22.8,422,31.1,1604,,.4,14,1,1,1.9,5.2,320,912,2.7,250,1427,.9,762,320,23.4,61,1415,83.6,28.7,1006.2,1012.8,1,1007.5,1739,1009.6,14.2,2.5,1200,1.77,11.38,,,,,,,,28.5,23,,,,,,,,,,2.2,3.1,,,
192,진주,2017-07-19,27.8,22.7,458,34.5,1531,,,,,,,5.6,140,1629,3.2,180,1702,1,867,140,22,45,1521,73.5,26.5,1003.4,1008.4,1,1004.7,1605,1006.8,14.2,9,1000,2.23,17.14,,,,,,,,32.1,21.7,,,,,,,,,,3.5,5,,,
192,진주,2017-07-20,28.5,23.2,512,34.7,1502,,,,,,,6.6,180,1904,3.9,250,1533,1.1,974,200,23.9,54,1205,78.1,29.6,1004,1008.8,2330,1005.5,1504,1007.3,14.2,9.2,1100,2.31,18.17,,,,,,,,35.7,22.4,,,,,,,,,,3.6,5.2,,,
192,진주,2017-07-21,30.2,24.7,542,36.3,1453,,,,,,,7,270,1518,3.2,250,1542,1.4,1208,200,24.3,44,1308,73.5,30.4,1005.5,1010.5,2336,1007.7,1450,1008.9,14.2,10.5,1200,2.35,17.83,,,,,,,,37.3,23.8,,,,,,,,,,3.9,5.5,,,
192,진주,2017-07-22,30,25.4,451,36.7,1442,,,,,,,7.1,180,1343,3.5,200,2159,1.3,1139,180,23.8,33,1526,72.9,29.7,1006.2,1011.1,556,1007.8,1712,1009.6,14.2,10.3,1400,2.33,18.33,,,,,,,,38,24.3,,,,,,,,,,4,5.7,,,
192,진주,2017-07-23,29,25.5,531,33.2,1411,,,,,,,5.6,230,1427,3.1,250,1432,1.2,1057,180,24.6,56,1412,78.5,30.9,1002.6,1008.5,1,1003.9,1644,1006,14.1,.1,1400,1.24,9.81,,,,,,,,34.6,24.6,,,,,,,,,,2.3,3.2,,,
192,진주,2017-07-24,29.7,25.2,557,35.2,1336,,.1,,.1,,.1,6.7,360,1543,4,360,1548,.9,805,50,25.4,53,1157,79.4,32.4,999.4,1004.7,1,1001.2,1507,1002.8,14.1,5.4,1200,1.88,13.11,,,,,,,,34.3,24.1,,,,,,,,,,2.6,3.7,.1,,
192,진주,2017-07-25,27.3,24.1,2356,34.1,1406,,5.6,1713,15,1710,17.2,6.3,110,1639,3.4,90,1643,.9,782,110,24.9,60,1344,87.4,31.4,1000.2,1007.2,2318,1001.6,423,1003.6,14.1,1.9,1300,1.87,8.24,,,,,,,,32.2,23.9,,,,,,,,,,2,2.9,17.2,,
192,진주,2017-07-26,26.1,21.2,2352,32.8,1520,,,,,,,6.7,20,1447,3.4,70,1202,1.3,1131,20,19.7,44,1523,69.9,22.9,1004.6,1009.1,751,1006.6,1723,1008,14.1,7.4,1100,2.23,16.07,,,,,,,,29.2,20,,,,,,,,,,3.4,4.9,,,
192,진주,2017-07-27,25.7,18.2,554,33.3,1411,,,,,,,5.9,160,1618,3.2,180,1549,1.2,1044,230,17.4,34,1335,64.1,19.9,1005.3,1010.1,728,1007,1417,1008.7,14,12.8,1200,2.72,22.1,,,,,,,,30.1,17.1,,,,,,,,,,4.5,6.5,,,
192,진주,2017-07-28,27.2,20.4,541,34.6,1503,,,,,,,6.5,200,1510,3.3,180,1513,1,876,160,20,42,1413,68,23.4,1004.9,1009.9,755,1006.8,1513,1008.3,14,10.2,1200,2.53,19.08,,,,,,,,32,19.6,,,,,,,,,,3.7,5.3,,,
192,진주,2017-07-29,25.9,23.8,2359,29.4,1338,,,,,,,4.1,110,1636,2.5,90,1703,1,876,110,22.3,66,1313,80.9,26.8,1004.7,1008.9,2219,1007.1,1645,1008.1,14,0,1100,1.08,5.4,,,,,,,,28.9,23.6,,,,,,,,,,1.3,1.9,,,
192,진주,2017-07-30,26.8,23.4,520,31.7,1626,,,,,,,4.5,270,1506,2.6,250,1413,1.2,1020,270,22.5,59,1404,78.6,27.2,1004.6,1009.2,822,1006.2,1747,1008,14,4.4,1300,2.32,13.87,,,,,,,,31.1,23,,,,,,,,,,2.7,3.9,0,,
192,진주,2017-07-31,26.2,23.6,2202,31.2,1322,,9.6,1733,21.2,1659,38.2,4.8,20,1512,2.8,20,1554,.8,704,110,23.6,63,1323,87,29.1,1005.9,1011.5,1922,1008,130,1009.3,13.9,.2,1000,1.28,7.89,,,,,,,,29.2,22.9,,,,,,,,,,1.7,2.4,38.2,,
192,진주,2017-08-01,27.3,23.2,210,34,1524,,,,,,,6,180,1719,2.8,50,940,1.2,998,180,23.4,53,1444,81.5,28.8,1006.7,1012.1,941,1008.2,1552,1010.1,13.9,7.8,1300,2.65,17.69,,,,,,,,30.1,22.9,,,,,,,,,,3.3,4.7,,,
192,진주,2017-08-02,26.9,23.8,2359,32.6,1711,,,,,,,5.2,200,1834,3.2,200,1908,1.1,977,110,23.1,54,1658,81.5,28.3,1004.6,1010.6,1,1005.5,1713,1008,13.9,4.3,1400,2.11,12.59,,,,,,,,29.5,23,,,,,,,,,,2.9,4.1,,,
192,진주,2017-08-03,27.5,21.8,549,33.9,1456,,,,,,,6.4,110,1747,3.6,110,1747,1.4,1190,110,21.4,48,1455,71.8,25.6,1002.6,1007.4,1,1003.7,1728,1006,13.9,12.2,1100,2.48,19.76,,,,,,,,31.7,20.9,,,,,,,,,,4,5.7,,,
192,진주,2017-08-04,28.9,23.6,344,35.1,1434,,,,,,,6.2,110,1500,3.9,90,1733,1.2,1032,110,22.6,49,1459,71,27.3,1002,1006.9,810,1003.2,1731,1005.4,13.8,11.1,1100,2.49,17.7,,,,,,,,32.4,22.9,,,,,,,,,,3.7,5.3,,,
192,진주,2017-08-05,29.6,23.5,518,36.3,1445,,,,,,,7.5,90,1611,4.2,110,1723,1.4,1212,110,22.6,46,1352,68.9,27.5,999.5,1005.2,1,1000.8,1814,1002.9,13.8,12,1300,2.6,19.93,,,,,,,,34.3,22.9,,,,,,,,,,4.5,6.4,,,
192,진주,2017-08-06,30.9,24.2,339,36.9,1421,,,,,,,6.2,50,1059,3.1,110,1246,1.2,1052,70,22.2,38,1504,62.5,26.7,996.5,1002.8,11,997,1808,999.8,13.8,12.2,1200,2.55,19.54,,,,,,,,35.1,23.4,,,,,,,,,,4.4,6.3,,,
192,진주,2017-08-07,30.5,25,539,37.1,1416,,,,,,,6.8,340,1411,3.4,340,1442,1.4,1175,50,21.1,29,1413,60.3,25.1,995.3,1000.6,2346,997,1515,998.7,13.7,12.3,1400,2.34,19.07,,,,,,,,35,23.1,,,,,,,,,,4.5,6.5,,,
192,진주,2017-08-08,28,21.8,542,32.7,1143,,0,,0,,0,4.4,160,1809,2.6,270,1013,1,836,180,21.7,49,1225,70.5,26.1,996.5,1001.2,1015,998.4,1658,999.9,13.7,4.1,1100,2.24,11.46,,,,,,,,31,20.6,,,,,,,,,,2.4,3.4,.2,,
192,진주,2017-08-09,26.7,24.7,559,30.7,1454,,.2,,.2,,.2,4.6,340,1701,2.5,340,1705,.8,714,320,24.2,70,1455,87,30.3,993.6,999.4,1,995.8,1443,997,13.7,.6,1400,1.28,6.08,,,,,,,,30.4,23.9,,,,,,,,,,1.3,1.9,0,,
192,진주,2017-08-10,28.8,25.2,554,34.6,1544,,,,,,,7.1,50,1838,4.1,70,1848,1.4,1190,20,22.7,45,1603,72.4,27.7,996.2,1002.9,2342,997.4,213,999.5,13.6,7.4,1200,2.75,18.29,,,,,,,,36,24.6,,,,,,,,,,4,5.7,,,
192,진주,2017-08-11,26.6,22.5,1625,34,1411,,18.2,1612,27.7,1552,28.8,6.9,50,1616,4.6,230,1613,1.2,1072,110,22.1,44,1415,78.8,26.5,1002.6,1009.8,2335,1002.8,15,1006,13.6,6.1,1200,2.41,14.11,,,,,,,,36,21.2,,,,,,,,,,2.9,4.2,28.8,,
192,진주,2017-08-12,25.8,21.2,533,31.2,1512,,0,,0,,0,5.2,140,1107,3.2,200,1617,1.1,927,160,20.9,52,1257,76.3,24.8,1007.2,1012,737,1009.4,1543,1010.7,13.6,6.9,1100,2.21,14.35,,,,,,,,28.3,20.9,,,,,,,,,,2.7,3.9,0,,
192,진주,2017-08-13,24.1,21.2,518,27.6,1300,,.3,1914,.7,1906,1.6,6,90,1241,3.4,70,1237,1,866,50,19.3,58,1217,76.1,22.4,1007.4,1012.3,859,1009.6,1830,1010.9,13.6,.1,1200,1.12,7.19,,,,,,,,25.2,20.3,,,,,,,,,,1.5,2.1,21.6,,
192,진주,2017-08-14,22,21.2,1005,23,1557,,3.3,1253,10.7,844,48.5,4.9,340,1105,3,340,1106,.7,636,20,21.3,93,123,96.6,25.4,1003,1010.1,1,1004.7,1724,1006.5,13.5,0,1400,.38,1.52,,,,,,,,23.4,21.3,,,,,,,,,,.5,.7,31.3,,
192,진주,2017-08-15,22.8,21.8,50,23.8,1442,,1.3,3,2.1,909,5.7,2.9,320,1028,1.6,340,1000,.5,440,340,22,90,1543,95.4,26.4,1001,1005.7,934,1003.1,1718,1004.4,13.5,0,1400,.32,2.41,,,,,,,,24.3,21.8,,,,,,,,,,.6,.9,3.7,,
192,진주,2017-08-16,26.3,23,1,31.7,1503,,.8,351,.8,301,.8,4.7,250,1655,2.2,180,1756,.7,591,110,23.4,58,1704,85.5,28.8,1001.5,1006.7,2154,1003.5,242,1004.9,13.5,5.4,1200,2.18,12.54,,,,,,,,28.6,22.8,,,,,,,,,,2.4,3.4,,,
192,진주,2017-08-17,26.8,23.2,602,32.4,1503,,.8,2303,.8,2238,.8,4.7,250,1711,2.4,180,1711,.8,702,110,22.6,49,1520,80,27.5,1004.2,1009.4,2325,1006,1546,1007.6,13.4,6.7,1200,2.8,16.75,,,,,,,,29.8,22,,,,,,,,,,3.3,4.6,.8,,
192,진주,2017-08-18,26.6,23,436,31.6,1340,,0,,0,,0,6,250,1543,3.3,250,1546,1.1,917,140,21.9,50,1502,77.4,26.3,1007.6,1012.8,2305,1009.4,1,1011,13.4,8.2,1200,2.79,16.91,,,,,,,,28.9,22.3,,,,,,,,,,3.1,4.5,0,,
192,진주,2017-08-19,25.7,22.5,255,29,1159,,8.4,1236,12.8,1225,12.8,5,180,1231,3,160,1233,.9,796,110,22.9,70,1206,85.3,28,1008.9,1013.6,1017,1011.3,1508,1012.3,13.4,1.3,1300,1.36,8.28,,,,,,,,27.7,22.3,,,,,,,,,,1.5,2.2,15.4,,
192,진주,2017-08-20,24.8,23.2,2307,28.9,1253,,7.1,2329,8.3,2251,26.2,4.8,160,1159,2.5,110,1906,.9,756,110,23.2,69,1314,91.3,28.4,1007,1012.3,1,1008.6,1819,1010.4,13.3,1.3,1100,1.29,6.92,,,,,,,,25.7,22.9,,,,,,,,,,1.3,1.9,27.7,,
192,진주,2017-08-21,25.3,22.9,410,30,1243,,4.5,2002,5.7,2102,20.2,8,140,1959,3.1,140,2006,1.1,916,90,23.5,71,1632,90.8,29,1005.9,1011.4,2245,1007.4,1503,1009.3,13.3,3.4,1200,1.68,10.14,,,,,,,,27.7,22.6,,,,,,,,,,2,2.8,17.3,,
192,진주,2017-08-22,26.1,23.1,249,30.1,1720,,5.1,1121,6.9,1101,8.1,6.7,270,1125,3.5,270,1131,1,848,180,24,67,1703,88.8,29.9,1009.6,1015,2326,1010.5,109,1013,13.3,4.9,1300,1.43,10.85,,,,,,,,28.5,22.9,,,,,,,,,,2,2.9,18.5,,
192,진주,2017-08-23,28.3,24.2,500,32.7,1301,,10.2,58,11.1,56,11.6,8.6,180,1251,3.4,180,107,1.3,1109,160,23.7,58,1429,77.3,29.3,1009.6,1015.3,58,1011.4,1521,1013.1,13.2,9.9,1200,2.63,17.17,,,,,,,,30.2,23.8,,,,,,,,,,3.6,5.2,0,,
192,진주,2017-08-24,29.4,26.8,41,32.4,1333,,.3,1516,.3,1501,.3,8.7,230,1417,4.6,250,1319,2.2,1867,250,22.7,55,1334,68.3,27.6,1005.1,1012.5,1,1005.6,1633,1008.5,13.2,9.6,1400,1.97,14.35,,,,,,,,30,25.1,,,,,,,,,,3.2,4.6,1.1,,
192,진주,2017-08-25,27.6,21.5,2400,33.3,1523,,.4,747,.8,715,.8,6.6,230,247,3.3,230,253,1.1,982,50,20.1,25,1524,66.9,23.8,1004.4,1010,2242,1006.2,220,1007.8,13.2,6.2,1100,2.16,12.61,,,,,,,,29,20.7,,,,,,,,,,3,4.2,0,,
192,진주,2017-08-26,23.6,16.6,625,31.4,1409,,,,,,,6.8,20,1433,3.1,20,1315,.9,807,20,11.1,12,1434,54.5,13.8,1009.5,1015.9,2348,1009.8,53,1013,13.1,12.1,1200,2.73,20.67,,,,,,,,26.2,15.7,,,,,,,,,,4.6,6.6,,,
192,진주,2017-08-27,22.9,14.8,533,30.5,1600,,,,,,,4.7,250,1609,2.4,250,1610,.8,729,270,13.7,28,1605,61.8,16,1011.6,1017.4,658,1013.5,1530,1015.1,13.1,12.1,1200,2.58,19.79,,,,,,,,26.9,14.4,,,,,,,,,,3.9,5.6,,,
192,진주,2017-08-28,24.9,18.3,558,30.7,1453,,,,,,,5.6,110,1541,2.5,160,1549,1,854,70,18.8,46,1238,71,21.8,1008.5,1014.1,559,1009.5,1829,1011.9,13.1,8.6,1100,2.41,15.43,,,,,,,,27.8,18.1,,,,,,,,,,3.1,4.4,0,,
192,진주,2017-08-29,26.9,20.7,2344,31.8,1329,,0,,0,,0,6.9,20,1126,3.2,50,1127,1.5,1279,70,16.1,19,1640,55.6,18.9,1007.8,1012.6,1001,1009.5,326,1011.2,13,9.8,1100,2.43,17.77,,,,,,,,30.4,19.3,,,,,,,,,,4.2,6,,,
192,진주,2017-08-30,22.3,18.3,2359,27.5,1413,,,,,,,6.2,20,1145,3.4,20,1432,1.6,1360,20,9.6,25,1611,45.8,12,1008.7,1013.6,748,1009.9,1701,1012.2,13,4.4,1200,2.18,12.9,,,,,,,,28.3,16,,,,,,,,,,3.5,4.9,,,
192,진주,2017-08-31,21.9,14.4,618,29.3,1422,,,,,,,7.2,320,1103,3.1,70,1350,1.1,943,20,12.8,28,1424,59.8,14.9,1007.4,1012.8,1,1008.4,1540,1010.9,13,9.9,1200,2.55,17.46,,,,,,,,28.8,12.3,,,,,,,,,,3.7,5.3,,,
192,진주,2017-09-01,22.7,17.6,2351,28.5,1446,,,,,,,6.7,340,1015,3.3,360,851,1.5,1320,20,11.3,30,1451,50.8,13.5,1008.4,1013.4,2326,1010.3,1625,1011.9,12.9,10.5,1200,2.54,19.18,,,,,,,,29.9,14,,,,,,,,,,4.3,6.1,,,
