지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr)
192,진주,2018-11-21,5.9,-.2,500,10.2,1424,,,,,,,3.7,230,1238,1.9,250,1258,.4,383,50,-.8,44,1530,63.4,5.8,1019.4,1026.2,259,1020.4,1553,1023.1,10.2,.5,900,.74,4.38,,,,,,9.6,6.5,5.6,-3.1,,,,,,,,,,.9,1.3,,,
192,진주,2018-11-22,5.4,-.8,2354,10.4,1436,,,,,,,10.8,50,955,5.7,340,1410,1.8,1598,20,-8.4,12,1406,42,3.5,1020.9,1028,2347,1020.9,132,1024.7,10.2,8.7,1200,2.18,13.26,,,,,,1.8,1.6,5.6,-4.4,,,,,,,,,,2.6,3.7,,,
192,진주,2018-11-23,2.8,-3.4,550,11.5,1411,,,,,,,6.2,360,1025,3.2,360,1032,.8,693,20,-6.2,23,1617,56.1,3.9,1024.7,1030.6,956,1026.2,1514,1028.5,10.1,8.8,1200,2.04,11.68,,,,,,2,0,3,-6.6,,,,,,,,,,1.7,2.5,,,
192,진주,2018-11-24,2.7,-2.8,225,5.9,1508,,,,,,1.5,5.2,110,1320,2.3,140,1321,.6,502,50,-.7,55,1043,79.4,6,1021.8,1029.5,1,1023.4,1436,1025.7,10.1,.7,1400,.85,2.79,,,,,,8,6.1,4.3,-5.9,,,,,,,,,,.4,.6,1.5,,
192,진주,2018-11-25,5,1.7,2354,12,1459,,,,,,,3,70,1514,1.7,90,1540,.6,521,70,3.2,52,1543,89,7.7,1021,1026.1,2135,1022.8,1516,1024.8,10.1,3.7,1300,1.4,6.59,,,,,,7,5.6,7.7,-2.7,,,,,,,,,,.8,1.1,,,
192,진주,2018-11-26,5.2,-1.2,619,16.2,1510,,,,,,,3.6,250,1436,1.9,180,1443,.5,391,50,.8,29,1529,77.3,6.5,1021.3,1027.6,1001,1022.9,1501,1025.1,10.1,7.2,1200,1.99,11.16,,,,,,1.8,1.3,5.3,-4.9,,,,,,,,,,1.5,2.2,,,
192,진주,2018-11-27,6.6,-1.2,654,18.6,1509,,,,,,,3.4,110,1155,1.9,70,1358,.4,339,50,1.2,29,1458,73.4,6.7,1018.9,1024.6,824,1020.2,1434,1022.7,10.1,8.8,1200,2.02,12.05,,,,,,2.8,0,6.2,-5.1,,,,,,,,,,1.5,2.2,,,
192,진주,2018-11-28,5.9,-1,2351,15.6,1243,,,,,,,7,360,1139,3.4,360,1144,.7,619,360,-5.1,9,1226,58.1,4.6,1019.1,1024.6,2329,1020.4,1435,1022.8,10,6.6,1100,2.07,10.39,,,,,,1.8,1,5.8,-5.2,,,,,,,,,,2,2.8,,,
192,진주,2018-11-29,5,-2.8,415,14.9,1510,,,,,,,3,50,529,1.5,110,1549,.4,349,290,-5.1,15,1334,53.1,4.2,1022.1,1027.5,1013,1024.3,1434,1025.9,10,7.5,1200,1.79,10.32,,,,,,2.1,.3,4.3,-6.1,,,,,,,,,,1.5,2.1,,,
192,진주,2018-11-30,5.7,-1,551,15.3,1506,,,,,,,4.8,140,1534,2.5,140,1527,.5,440,110,-.4,34,1353,67.9,6,1022.1,1028.2,830,1023.4,1559,1025.8,10,8.1,1200,1.87,10.52,,,,,,2.8,.9,6,-4.5,,,,,,,,,,1.5,2.2,,,
192,진주,2018-12-01,5.2,1.2,15,12.1,1556,,,,,,,4.6,290,1402,2.6,110,1610,.5,456,50,-1.4,36,1345,64.8,5.5,1023.5,1029,1024,1025.4,432,1027.2,10,1.6,1300,1.19,5.98,,,,,,7.8,3.9,5.4,-2.3,,,,,,,,,,.9,1.3,,,
192,진주,2018-12-02,9.1,-.3,546,17.3,1437,,,,,,0,5,90,1307,2.6,90,1725,.7,564,50,3.7,46,1403,71.3,8.2,1020.8,1028.2,24,1021.8,1521,1024.6,10,7,1200,1.83,9.82,,,,,,7.5,4.8,8.7,-3.3,,,,,,,,,,1.6,2.3,9,,
192,진주,2018-12-03,12.8,11,655,15.3,1556,,,,,,9.5,3.1,360,2103,1.5,320,2105,.3,282,50,11.3,80,1,90.9,13.5,1014.1,1021.7,1,1015.4,1450,1017.7,10,0,1200,.46,2.67,,,,,,7.3,5.1,12.4,10.6,,,,,,,,,,.5,.7,12,,
192,진주,2018-12-04,13.3,9.4,2343,18.2,1424,,,,,,12,8.7,320,1527,4,340,1534,1.1,956,20,6.6,25,2353,68,10.6,1012.8,1023.3,2357,1012,634,1016.5,9.9,1.2,1400,1.05,4.02,,,,,,9.1,4.9,12.8,7.6,,,,,,,,,,1.2,1.8,.5,,
192,진주,2018-12-05,7.3,3.4,753,12.3,1451,,,,,,,6,70,646,2.9,360,1111,1.1,978,360,-5.7,21,1224,41.1,4.1,1020.5,1027.6,854,1021.7,2340,1024.2,9.9,8.2,1200,1.97,11.53,,,,,,4.9,3.1,7.6,.6,,,,,,,,,,2.1,3,2.5,,
192,진주,2018-12-06,5.8,4.1,2303,8.2,1455,,,,,,2.5,6.4,20,2122,3.2,360,2140,1,867,50,.4,44,2027,69.4,6.4,1017.1,1022.9,2100,1018.8,1415,1020.9,9.9,.7,1400,.85,4.55,,,,,,9.8,7.3,7,2.4,,,,,,,,,,1.1,1.5,,,
192,진주,2018-12-07,.2,-2.9,2346,4.8,229,,,,,,,11.2,360,851,5.6,360,852,3.1,2637,360,-14.1,20,1541,33.8,2.2,1025.3,1032.2,2208,1021.9,5,1029.2,9.9,2.4,1300,1.54,7.3,,,,,,9.1,5,1.6,-3.2,,,,,,,,,,1.6,2.4,,,
192,진주,2018-12-08,-1.7,-6.7,630,3.3,1442,,,,,,,8.3,340,45,4.5,360,13,1.7,1505,360,-14.1,28,1600,38.8,2.1,1028.1,1033.8,2235,1030.1,1435,1032,9.9,8.3,1200,1.98,11.44,,,,,,4.9,1.6,-.2,-9.2,,,,,,,,,,1.5,2.2,,,
192,진주,2018-12-09,-1.7,-5.8,2350,4.8,1609,,,,,,,6.7,320,1223,3.6,20,1147,1.5,1256,20,-16.8,11,1415,34.4,1.7,1030.5,1037.1,935,1032,1633,1034.4,9.9,7.7,1200,2.08,11.34,,,,,,5,2.3,-.6,-9.3,,,,,,,,,,1.8,2.6,,,
192,진주,2018-12-10,-1.7,-8.3,536,8.3,1457,,,,,,,5.2,90,1311,3.3,90,1313,.6,551,90,-14.5,10,1525,42.1,2.1,1028.7,1035.4,950,1030.1,2358,1032.6,9.9,8,1200,1.98,11.37,,,,,,1.8,.5,-1.5,-10.9,,,,,,,,,,1.6,2.3,0,,
192,진주,2018-12-11,2,-4,1,5,1508,,,,,,1.5,3.3,320,1200,1.7,320,1156,.5,453,50,-1.6,52,413,78.1,5.7,1022.8,1031.9,28,1023.9,1547,1026.6,9.8,0,1200,.69,2.57,,,,,,8.9,6.8,1,-7.3,,,,,,,,,,.5,.8,1.5,,
192,진주,2018-12-12,1.2,-4.8,2345,6.4,1346,,,,,,,9,360,1237,4.7,360,1215,1.7,1467,360,-9,22,1412,51.3,3.2,1023.8,1029.6,2231,1024.5,7,1027.7,9.8,8.4,1200,2.02,11.54,,,,,,.8,.3,.9,-9.6,,,,,,,,,,1.8,2.6,,,
192,진주,2018-12-13,.8,-7.3,630,8,1334,,,,,,,7.3,320,1957,3.6,340,2110,1.1,949,20,-8.1,33,1559,54.4,3.3,1025.1,1031.7,2359,1026.2,1422,1029,9.8,6.6,1200,1.88,10.14,,,,,,2.3,1.8,-1.1,-10.8,,,,,,,,,,1.4,2,,,
192,진주,2018-12-14,-.1,-5.7,727,7.3,1443,,,,,,,5.8,360,1450,3.4,360,1537,1,841,20,-12,18,1417,44.9,2.5,1029.4,1034.9,1004,1031.1,1413,1033.3,9.8,8.4,1200,2.02,11.98,,,,,,0,0,-.9,-10.3,,,,,,,,,,1.6,2.4,,,
192,진주,2018-12-15,-1.7,-8.6,720,9,1532,,,,,,,3.9,320,1350,2.1,50,1422,.5,417,20,-12.7,10,1538,49.4,2.3,1028,1035.3,253,1028,2359,1031.9,9.8,8.4,1200,1.99,12.17,,,,,,1.5,.5,-1.6,-12.1,,,,,,,,,,1.5,2.2,0,,
192,진주,2018-12-16,.1,-4.7,1,3.8,1507,,,,,,1,3.2,70,1527,1.8,70,1549,.5,455,50,-3.9,50,820,75.6,4.7,1017.3,1028,1,1018.1,2345,1021.2,9.8,1.1,1400,.7,3.3,,,,,,9.8,6.8,1.4,-7.1,,,,,,,,,,.4,.6,1,,
192,진주,2018-12-17,2.2,-.9,730,10.1,1334,,,,,,,8.1,340,1534,3.7,340,1534,.9,769,110,-3.4,23,1449,72.3,5,1014.9,1020.7,2309,1017.2,426,1018.6,9.8,5.8,1200,1.85,9.02,,,,,,3,1.9,3.4,-4.8,,,,,,,,,,1.3,1.8,,,
192,진주,2018-12-18,1.5,-4.4,701,10.7,1404,,,,,,,3.3,320,1244,1.6,320,1249,.4,377,70,-4.4,32,1242,68.5,4.4,1018.1,1023.3,2143,1020.1,1404,1021.9,9.8,8.3,1100,1.84,11.24,,,,,,1.1,.1,2.5,-9.3,,,,,,,,,,1.3,1.9,,,
192,진주,2018-12-19,4.6,-3.8,401,14.8,1311,,,,,,,7.4,250,1525,4.1,250,1527,.8,707,250,-2.7,22,1453,64.6,5.1,1017.9,1023.7,1023,1020,1454,1021.7,9.8,7.4,1200,1.72,9.09,,,,,,4.9,3.5,2.1,-7.4,,,,,,,,,,1.5,2.2,,,
192,진주,2018-12-20,4.4,-.7,2342,9.6,1528,,,,,,,5,320,854,2.1,290,902,.4,310,320,.2,57,1429,74.9,6.2,1019.2,1024.7,2355,1020.5,419,1022.9,9.8,0,1200,.52,3.12,,,,,,6.6,2.8,3.7,-5.2,,,,,,,,,,.5,.7,,,
192,진주,2018-12-21,4.8,-2.3,614,14.9,1515,,,,,,,4.5,340,1247,2.3,320,1253,.5,410,160,.9,48,1516,78.5,6.6,1019.3,1025.8,942,1020.6,1407,1023.1,9.8,7,1300,1.54,9.21,,,,,,2.5,.8,3.6,-6,,,,,,,,,,1.2,1.7,,,
192,진주,2018-12-22,7,-.5,732,16.1,1439,,,,,,0,5.9,90,1407,2.5,70,1410,.5,432,50,2,36,1419,74,7.1,1018.5,1024.9,955,1020.1,1408,1022.2,9.8,6.9,1200,1.76,9.6,,,,,,4.4,2.1,5.4,-4.2,,,,,,,,,,1.3,1.8,2.5,,
192,진주,2018-12-23,7.7,2.2,2349,12.3,1412,,,,,,2.5,9.7,320,1337,4.8,360,1741,1.8,1535,360,-5,17,1823,47.6,4.9,1018.4,1025.9,2224,1019.9,350,1022.1,9.8,6.4,1200,1.95,9.89,,,,,,3.3,1.5,6.1,-3,,,,,,,,,,2.4,3.4,0,,
192,진주,2018-12-24,1,-4.4,732,8.9,1459,,,,,,,7,360,1135,3.5,340,1142,.8,713,320,-11,14,1103,46.4,2.8,1022.3,1028.7,935,1024.1,1506,1026.1,9.8,8.4,1200,2.06,11.96,,,,,,2.5,1.9,1.3,-9.2,,,,,,,,,,1.8,2.5,,,
192,진주,2018-12-25,1,-6.4,409,7,1509,,,,,,,4.1,140,1133,2.6,110,1135,.5,441,20,-9.9,20,1546,47.5,2.9,1020.5,1026.7,439,1022.5,1543,1024.4,9.8,4.9,1000,1.49,8.29,,,,,,7.5,5.8,.7,-10.1,,,,,,,,,,1.1,1.5,,,
192,진주,2018-12-26,5.3,1.4,735,10.8,1338,,,,,,,8.2,340,1426,3.8,340,1321,1.5,1258,340,-11.5,14,1632,33.4,2.9,1018.6,1024.1,930,1019.7,1448,1022.4,9.8,6.6,1200,1.57,9.07,,,,,,6.5,4.5,4.4,-.1,,,,,,,,,,2.6,3.8,,,
192,진주,2018-12-27,-.6,-5.5,2350,3.8,1346,,,,,,,9.9,320,1602,4.9,360,1256,2.7,2294,20,-23.3,10,1213,16.5,1,1021.5,1027.2,2335,1022.8,15,1025.3,9.8,8.3,1200,2.03,11.91,,,,,,3,2.1,1.1,-7.2,,,,,,,,,,2.6,3.8,,,
192,진주,2018-12-28,-3.8,-8.8,610,1.9,1517,,,,,,,8.4,340,1809,4.5,340,1810,2,1690,20,-20,17,1449,28.3,1.3,1025.7,1031.9,2317,1027.1,1,1029.6,9.8,8.4,1200,2.05,12.05,,,,,,.1,0,-1.8,-13.2,,,,,,,,,,1.9,2.7,,,
192,진주,2018-12-29,-2,-8.4,35,2.3,1552,,,,,,,9.6,360,1233,5.4,340,1947,2.6,2225,360,-17.8,14,141,30,1.6,1029.4,1034.6,2206,1031.5,1414,1033.3,9.8,8.4,1200,2.02,12.08,,,,,,0,0,-2.2,-13.4,,,,,,,,,,2.1,3,,,
192,진주,2018-12-30,-2,-5.5,807,4,1545,,,,,,,6.5,360,49,3.2,360,146,1.3,1109,70,-16,15,1546,34.9,1.8,1031.7,1037.9,2153,1033.4,324,1035.6,9.8,8.4,1300,2.01,12.01,,,,,,3,1.6,-1.7,-9.5,,,,,,,,,,1.4,2,,,
192,진주,2018-12-31,-1.2,-8.4,735,8.3,1541,,,,,,,4.3,90,1324,2.7,110,1628,.6,547,20,-15.7,10,1504,37.1,1.9,1031.3,1037.9,857,1032.7,1443,1035.2,9.8,8.2,1200,2.04,11.67,,,,,,2.9,2.6,-.8,-12.4,,,,,,,,,,1.5,2.1,,,
192,진주,2019-01-01,-1.3,-7.6,304,6.3,1445,,,,,,,7.2,320,1459,3.9,20,1556,.9,778,360,-10.7,29,1455,50.4,2.7,1028.1,1033.9,10,1029.3,1437,1032,9.8,7.7,1200,1.99,10.83,,,,,,4.3,1,-1.3,-11.4,,,,,,,,,,1.5,2.1,,,
192,진주,2019-01-02,-.6,-6.9,727,7,1448,,,,,,,7.6,340,1529,3.8,340,1529,1,884,340,-11.1,21,1423,48.8,2.7,1029,1035.1,858,1030.3,1402,1032.9,9.9,8.5,1200,2.01,11.76,,,,,,1,.3,-1.4,-11.5,,,,,,,,,,1.8,2.5,,,
192,진주,2019-01-03,-1.8,-8.9,722,9.4,1453,,,,,,,3.8,110,1216,2.4,230,1254,.4,376,200,-12.6,12,1528,50,2.4,1030,1035.8,955,1032,1518,1033.9,9.9,8.5,1200,2.02,12.46,,,,,,.1,0,-1.6,-12.8,,,,,,,,,,1.3,1.9,,,
192,진주,2019-01-04,-.4,-8.4,738,6.1,1529,,,,,,,3.7,70,1412,2.4,70,1418,.3,236,50,-11.6,21,1409,45.8,2.6,1026.1,1034.6,1,1026.1,2330,1029.9,9.9,3.3,1000,1.24,6.19,,,,,,5.8,3.8,-1.8,-11.7,,,,,,,,,,.8,1.1,,,
192,진주,2019-01-05,2.3,-4.8,2347,10.5,1501,,,,,,,6.5,340,1522,3.9,20,1449,.8,687,90,-8.9,13,1514,48,3.2,1020.8,1026.7,956,1022.1,1451,1024.6,9.9,7.4,1100,1.89,10.56,,,,,,4.9,2.3,2.2,-9.8,,,,,,,,,,1.7,2.5,,,
192,진주,2019-01-06,0,-5.3,118,10.5,1528,,,,,,,3.8,140,1205,2.2,250,1311,.5,462,70,-14.1,10,1507,38.3,2.1,1022.9,1028.4,923,1024.8,1411,1026.8,9.9,7.8,1200,2.05,11.53,,,,,,4.5,3.6,0,-10.3,,,,,,,,,,1.7,2.5,,,
192,진주,2019-01-07,.1,-7.9,719,9.1,1457,,,,,,,5.9,360,1640,3.2,360,1647,.6,487,250,-12.2,14,1413,44,2.4,1023,1029,943,1024.7,1423,1026.9,9.9,8.5,1200,1.86,10.75,,,,,,3,2.1,-.5,-10.9,,,,,,,,,,1.6,2.2,,,
192,진주,2019-01-08,.8,-5.1,439,8.6,1347,,,,,,,8.8,20,1829,4.5,360,1713,1.3,1144,360,-11.6,21,1514,44,2.6,1022.6,1029.4,2353,1023.2,1416,1026.4,9.9,8.5,1200,1.93,11.12,,,,,,5.1,2.3,.2,-9.1,,,,,,,,,,2,2.9,,,
192,진주,2019-01-09,-.4,-3.8,732,4.9,1458,,,,,,,6.9,70,8,3.1,50,8,1,884,50,-13.4,19,1102,38.8,2.3,1027.9,1034.9,937,1028.3,2356,1031.7,9.9,4.8,1100,1.75,8.81,,,,,,7.9,4.3,.3,-7.1,,,,,,,,,,1,1.5,,,
192,진주,2019-01-10,2.5,-2.3,1,9.1,1340,,,,,,,9,340,1328,4.8,340,1600,1.3,1151,340,-8.3,19,1208,47.4,3.3,1021.1,1028.3,1,1022.2,1433,1024.9,10,6.8,1200,1.99,10.72,,,,,,4.6,2.1,2.7,-7.3,,,,,,,,,,1.7,2.4,,,
192,진주,2019-01-11,2.4,-4.2,751,10,1547,,,,,,0,4.2,70,1057,2.3,360,1415,.6,511,50,-4.2,35,1258,64.1,4.6,1020.9,1027.9,926,1021.9,2348,1024.7,10,7.1,1200,1.87,10.2,,,,,,7,3.4,2.5,-8.7,,,,,,,,,,1.3,1.8,4,,
192,진주,2019-01-12,3.7,-1.6,2347,9.5,1500,,,,,,4,5.9,90,1331,3.2,50,1336,.6,531,290,1,58,1557,83.6,6.6,1018.1,1023.5,2348,1019.8,1351,1021.8,10,3.2,1300,1.57,6.36,,,,,,6,4,5.1,-6.5,,,,,,,,,,.7,1,0,,
192,진주,2019-01-13,1.6,-3.2,413,11.4,1503,,,,,,,2.7,230,1204,1.5,270,1526,.4,321,270,-2.7,33,1510,76.6,5,1020.4,1025.8,2400,1022.4,1425,1024.2,10,7.1,1200,1.95,10.95,,,,,,0,0,2.3,-8,,,,,,,,,,1.5,2.1,,,
192,진주,2019-01-14,1.2,-5.6,742,11.3,1500,,,,,,,4.2,140,1320,2.2,180,1320,.4,345,200,-5.7,16,1530,65.9,4,1021,1027.3,934,1023,1706,1024.8,10,7.9,1200,1.95,11.27,,,,,,3.6,1.5,1.3,-10.9,,,,,,,,,,1.3,1.9,,,
192,진주,2019-01-15,2.2,-2.8,809,10,1445,,,,,,,8.3,340,1944,4,340,2308,1.2,1079,340,-6.5,26,1513,55.9,3.8,1018.4,1024.8,2357,1019.8,1447,1022.2,10,7.5,1200,1.75,9.79,,,,,,6,4.1,2.3,-6.7,,,,,,,,,,1.6,2.3,,,
192,진주,2019-01-16,-.8,-6.7,806,6.2,1454,,,,,,,8.3,20,27,4.3,340,108,1.5,1276,360,-17.1,11,1528,30.1,1.6,1021.3,1027.2,1005,1022.9,1532,1025.1,10.1,8.8,1200,2.15,12.95,,,,,,2.5,2.3,.5,-10.8,,,,,,,,,,1.7,2.4,,,
192,진주,2019-01-17,0,-8.4,745,7.1,1342,,,,,,,7.9,360,1642,4.3,360,1432,1.2,1068,340,-9.5,30,1303,51.5,3,1020.2,1027.2,2356,1021.2,1531,1024,10.1,8.8,1200,2.09,13.32,,,,,,1.5,.9,.2,-11.7,,,,,,,,,,1.7,2.4,,,
192,진주,2019-01-18,.7,-7.1,736,10.9,1521,,,,,,,3.7,230,1626,2.2,200,1631,.5,449,270,-8.4,19,1529,56.6,3.3,1023.2,1029.6,811,1024.9,1448,1027.1,10.1,8.8,1200,2.14,13.35,,,,,,2.3,1.3,1.2,-12.1,,,,,,,,,,1.7,2.5,,,
192,진주,2019-01-19,3.7,-3.2,235,12.2,1333,,,,,,0,5.3,140,1345,3.3,110,1348,.6,530,290,-3.6,26,1340,61.6,4.8,1018.6,1026.7,23,1017.7,2340,1022.4,10.1,4.3,1200,2.03,8.71,,,,,,7.3,5.1,2.5,-7,,,,,,,,,,1.3,1.8,0,,
192,진주,2019-01-20,3.5,-2,2236,9.2,1316,,,,,,0,11.1,320,1600,5.3,340,1613,1.8,1565,20,-8.7,16,1522,49.4,3.8,1016.1,1023.8,2309,1017.1,201,1019.9,10.2,8.2,1200,2.13,12.39,,,,,,3,1.6,4,-7.8,,,,,,,,,,2.6,3.7,,,
192,진주,2019-01-21,-.5,-7.7,717,9.1,1610,,,,,,,4.5,110,1451,2.5,110,1459,.7,581,250,-9.2,25,1201,55.1,3.1,1017.8,1024.6,1001,1018.9,1645,1021.7,10.2,9,1200,2.19,13.56,,,,,,0,0,.7,-11.3,,,,,,,,,,1.6,2.3,,,
192,진주,2019-01-22,.5,-7.2,719,10.8,1607,,,,,,,5.2,110,1432,2.8,110,1432,.6,496,160,-6.8,26,1355,62.3,3.7,1016.1,1021.8,914,1017.6,1719,1019.9,10.2,9,1200,2.14,13.1,,,,,,0,0,.9,-11.7,,,,,,,,,,1.7,2.4,,,
192,진주,2019-01-23,1.7,-6.9,650,12.3,1457,,,,,,,8.4,340,1914,4.5,360,1916,.7,620,320,-7.4,25,1447,55.8,3.5,1016,1021.5,2337,1017.7,1456,1019.8,10.2,9,1200,2,12.27,,,,,,0,0,1.3,-10.8,,,,,,,,,,1.8,2.5,,,
192,진주,2019-01-24,.8,-6.6,753,11.5,1518,,,,,,,4.2,160,1535,2.3,200,1544,.6,495,270,-10.1,13,1508,50.9,2.9,1019.6,1025.5,1038,1021.6,1,1023.5,10.2,9,1200,2.23,14.36,,,,,,0,0,1,-11.8,,,,,,,,,,2.2,3.2,,,
192,진주,2019-01-25,.4,-5.9,256,7.9,1248,,,,,,,9.6,290,2106,4.9,340,2224,1.4,1193,340,-11.5,19,1816,45.1,2.6,1018.7,1024.5,2359,1019.3,1530,1022.6,10.3,3.9,1100,1.48,8.14,,,,,,5.8,3.1,-.2,-10.3,,,,,,,,,,1.8,2.6,,,
192,진주,2019-01-26,-.3,-6.8,744,5.7,1543,,,,,,,9.3,320,1008,4.6,320,1026,2.2,1928,340,-17.6,13,1616,27.6,1.6,1022.5,1029.2,2359,1024.5,1,1026.4,10.3,9.2,1200,2.3,14.24,,,,,,0,0,0,-11.5,,,,,,,,,,2.1,3,,,
192,진주,2019-01-27,-1.4,-10.1,714,9.1,1531,,,,,,,6.2,140,1610,3.4,140,1615,.7,622,290,-12.5,14,1418,48.3,2.4,1023.1,1030.9,812,1023.2,2337,1026.9,10.3,9.2,1200,2.33,14.48,,,,,,.9,.5,-.6,-14.4,,,,,,,,,,1.9,2.7,,,
192,진주,2019-01-28,1.7,-5.8,332,10.9,1337,,,,,,,9.8,340,1453,5,340,1459,1.6,1355,340,-10.7,16,1546,44.9,2.8,1018,1025.6,2350,1018.5,1416,1021.8,10.4,8.4,1200,2.14,12.45,,,,,,4.4,1.6,1.3,-9.6,,,,,,,,,,2.3,3.3,,,
192,진주,2019-01-29,.1,-7.4,654,10.4,1535,,,,,,,5,320,1016,2.6,110,1140,.7,597,320,-10.5,17,1456,49.5,2.8,1023.5,1030,1026,1025.5,1,1027.4,10.4,9.2,1200,2.28,14.08,,,,,,2.1,0,.9,-11.8,,,,,,,,,,1.9,2.7,,,
192,진주,2019-01-30,3.8,-4.9,445,12.5,1411,,,,,,,4.2,140,1652,2.6,200,1550,.6,500,140,-8.1,13,1456,46.5,3.5,1020.2,1027.5,119,1021.2,1800,1024,10.4,4.4,1200,2.11,10.54,,,,,,8,7.8,3.6,-9.6,,,,,,,,,,1.7,2.4,3.5,,
192,진주,2019-01-31,.7,-4.6,2358,7,52,,,,,,9.5,8.9,340,1938,4.7,340,1936,1,842,320,-4.1,21,146,71.6,4.7,1015.5,1022.2,2358,1016.5,1510,1019.3,10.5,.7,1500,.6,2.33,,,,,,6.8,4.6,1.4,-8.9,,,,,,,,,,.5,.7,6,,
192,진주,2019-02-01,-1,-6.2,649,6.4,1413,,,,,,,7.2,360,1551,4.1,20,1558,1,878,340,-8.6,31,1449,59.5,3.2,1020,1025.5,906,1022,17,1023.8,10.5,9.4,1200,2.37,14.94,,,,,,0,0,-.2,-10.1,,,,,,,,,,1.5,2.2,,,
192,진주,2019-02-02,1.4,-8,724,9.2,1521,,,,,,0,6.2,110,1500,3.1,110,1503,.6,518,320,-5.1,34,1323,65.4,4.3,1019.5,1026.2,859,1020.8,2359,1023.4,10.5,9.3,1200,2.34,14.39,,,,,,3.4,3.1,1.2,-12.1,,,,,,,,,,1.5,2.2,13,,
192,진주,2019-02-03,6.8,3.2,227,12.3,1525,,,,,,13.5,10.7,250,1853,6.2,250,1845,1.2,1014,290,3.9,62,1833,82.5,8.2,1009.4,1020.9,12,1008.2,1537,1013.1,10.5,.1,1100,.42,2.27,,,,,,9.1,8.6,6.1,2.4,,,,,,,,,,1,1.5,.5,,
192,진주,2019-02-04,4.8,-1.9,2400,10.6,1442,,,,,,,10,320,529,5.2,340,532,2.1,1818,360,-12.6,12,1337,31.5,2.5,1020.1,1026.6,2229,1016.1,3,1023.9,10.6,8.8,1200,2.4,14.69,,,,,,2.6,1.8,2.3,-6.4,,,,,,,,,,2.7,3.9,,,
192,진주,2019-02-05,2.4,-5.8,731,12.9,1530,,,,,,,4.1,250,1613,2.3,270,1602,.6,477,270,-9,13,1429,49.1,3.2,1018.5,1026,21,1018.9,2337,1022.3,10.6,9,1200,2.36,14.87,,,,,,3.5,2.9,1.7,-9.3,,,,,,,,,,2.1,2.9,,,
192,진주,2019-02-06,5.1,-3.7,703,15.5,1448,,,,,,,4.9,140,1554,2.5,180,1549,.6,556,230,-4.1,17,1241,57.8,4.6,1012.9,1019.2,6,1014.3,1355,1016.7,10.6,8.3,1200,2.31,13.54,,,,,,5.4,3.5,4.5,-8.1,,,,,,,,,,1.9,2.8,,,
192,진주,2019-02-07,5.2,.7,2358,11.6,1026,,,,,,,9.4,320,1351,5,360,1246,1.8,1560,360,-7.9,13,2215,45.9,4.1,1014.6,1023.4,2344,1015.4,425,1018.3,10.7,4.8,1100,1.82,9.82,,,,,,8.1,4.1,4.5,-2.8,,,,,,,,,,2.4,3.4,,,
192,진주,2019-02-08,1.7,-1.2,357,8,1547,,,,,,,6,360,1016,2.8,110,938,1.3,1150,50,-17.6,12,1214,23.9,1.6,1019.4,1025.5,859,1020.5,1711,1023.2,10.7,7.9,1200,2.32,14.05,,,,,,7,4.4,3.3,-4.8,,,,,,,,,,2.3,3.2,,,
192,진주,2019-02-09,1.2,-1,543,4.5,1425,,,,,,,12.3,340,1300,6,360,1320,1.9,1664,340,-15.9,11,736,28.3,1.8,1021,1028.8,2305,1021.3,502,1024.9,10.7,7.9,1300,2.15,13.56,,,,,,7.5,4.9,3,-3.7,,,,,,,,,,2.2,3.1,,,
192,진주,2019-02-10,2.1,-3.1,712,7.1,1444,,,,,,,5.5,110,1034,2.5,360,930,1,882,20,-11.7,24,1138,35.5,2.6,1024.2,1031,805,1026,1431,1028,10.8,5.6,1300,1.71,9.93,,,,,,8.1,2.8,3.6,-6.2,,,,,,,,,,1.5,2.1,,,
